"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.661384018E2,-4.834945679E-1,8.437953186E-1,9.791887665E0
5.661483668E2,-6.444099426E-1,8.274792480E-1,9.735455017E0
5.661583328E2,-7.038363647E-1,8.797206116E-1,9.683962097E0
5.661682978E2,-6.728507996E-1,9.861492920E-1,9.575587463E0
5.661782638E2,-5.977070618E-1,1.114731903E0,9.374256134E0
5.661882288E2,-4.779560852E-1,1.161135406E0,9.081015930E0
5.661981938E2,-3.781137085E-1,1.221609650E0,8.862620087E0
5.662081598E2,-1.930984497E-1,1.184037781E0,8.690028992E0
5.662181248E2,-3.472778320E-2,1.124761047E0,8.765472107E0
5.662280908E2,1.297801208E-1,1.072669373E0,9.003477173E0
5.662380558E2,2.179467773E-1,9.864486694E-1,9.313931580E0
5.662480208E2,1.746867371E-1,8.563691711E-1,9.683513031E0
5.662579868E2,1.133143616E-1,7.731422424E-1,1.004156845E1
5.662679518E2,7.664062500E-2,7.243437195E-1,1.028690826E1
5.662779178E2,4.819976807E-2,7.153623962E-1,1.040845551E1
5.662878828E2,-5.089416504E-3,7.415579224E-1,1.046937881E1
5.662978488E2,-2.574645996E-2,7.816744995E-1,1.053539154E1
5.663078138E2,-3.802093506E-2,8.454418945E-1,1.059257263E1
5.663177788E2,-1.465452576E-1,7.698490906E-1,1.080318466E1
5.663277448E2,-2.062710571E-1,7.027885437E-1,1.113264954E1
5.663377098E2,-2.215393066E-2,7.429051208E-1,1.131317413E1
5.663476758E2,1.610650635E-1,7.487429810E-1,1.124761047E1
5.663576408E2,2.615061951E-1,6.864724731E-1,1.092248657E1
5.663676068E2,2.866539001E-1,6.721023560E-1,1.058957886E1
5.663775718E2,3.011737061E-1,7.481442261E-1,1.030202682E1
5.663875368E2,2.999761963E-1,8.158035278E-1,1.010563522E1
5.663975028E2,2.748284912E-1,9.086105347E-1,9.950707397E0
5.664074678E2,2.300715637E-1,9.629475403E-1,9.819580078E0
5.664174338E2,2.180964661E-1,9.725276184E-1,9.696386261E0
5.664273988E2,2.650987244E-1,9.904902649E-1,9.578431549E0
5.664373648E2,3.302133179E-1,9.605525208E-1,9.494605865E0
5.664473298E2,4.117936707E-1,9.057664490E-1,9.456584930E0
5.664572948E2,4.381388855E-1,8.369096375E-1,9.497150574E0
5.664672608E2,4.388873291E-1,7.884104919E-1,9.646689606E0
5.664772258E2,4.171824646E-1,7.453001404E-1,9.744735718E0
5.664871918E2,3.559597778E-1,7.969427490E-1,9.690997467E0
5.664971568E2,2.306703186E-1,8.340655518E-1,9.527836761E0
5.665071228E2,1.007405090E-1,8.746311951E-1,9.395661621E0
5.665170878E2,-5.298980713E-2,8.791218567E-1,9.309740295E0
5.665270528E2,-2.206411743E-1,8.568182373E-1,9.296867065E0
