"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.916457208E0,4.320016479E-1,2.724334717E-2,1.057011932E1
3.926423208E0,3.240760803E-1,8.756790161E-2,1.039737854E1
3.936388208E0,3.326083374E-1,6.556365967E-2,1.007479935E1
3.946354208E0,1.010398865E-1,1.595681763E-1,9.603728943E0
3.956319208E0,-2.106120300E-1,2.601589966E-1,8.424630890E0
3.966284208E0,1.107696533E-2,2.032772827E-1,9.310937805E0
3.976250208E0,3.278182983E-1,1.154100037E-1,1.004111938E1
3.986215208E0,2.496807861E-1,6.137237549E-2,1.015682877E1
3.996181208E0,3.381468201E-1,9.729766846E-2,1.026430527E1
4.006146208E0,3.588038635E-1,9.759704590E-2,1.026565247E1
