"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.862314650E2,5.233526892E1,4.860060208E0,-3.173960261E-1,4.450121239E0,2.702846069E2,8.737249635E0,3.000000000E0
2.872314553E2,5.233526920E1,4.859969482E0,-3.257992622E-1,5.724189823E0,2.702846069E2,8.479014858E0,3.000000000E0
2.882314464E2,5.233526946E1,4.859884333E0,-3.222205034E-1,5.866022024E0,2.702846069E2,7.816118595E0,3.000000000E0
2.892314366E2,5.233526951E1,4.859778720E0,-3.444338236E-1,7.042216695E0,2.700000000E2,7.395505944E0,3.000000000E0
2.902314274E2,5.233527671E1,4.859636689E0,-7.914072461E-2,8.520567289E0,2.700000000E2,4.249055986E0,3.000000000E0
2.912314185E2,5.233527354E1,4.859493346E0,3.894806933E-2,9.690392750E0,2.700000000E2,5.350013777E0,3.720286702E0
2.922314103E2,5.233526493E1,4.859353063E0,-5.622631498E-2,9.680065920E0,2.700000000E2,6.335549774E0,4.741386719E0
2.932314005E2,5.233525784E1,4.859217919E0,3.394611087E-1,9.438168962E0,2.697181702E2,9.347143101E0,7.146227716E0
2.942464778E2,5.233525430E1,4.859076934E0,2.138215508E-1,9.522226662E0,2.697181702E2,1.115844720E1,7.812942388E0
2.952580472E2,5.233525460E1,4.858934467E0,3.092595572E-1,9.635082221E0,2.706563416E2,1.232051639E1,7.533727735E0
2.962313734E2,5.233525965E1,4.858798321E0,5.388953974E-1,9.686785360E0,2.720028992E2,1.304268080E1,6.802329973E0
2.972313645E2,5.233526878E1,4.858653997E0,4.397349292E-1,9.712629355E0,2.732025452E2,1.107981514E1,6.051698721E0
2.982313557E2,5.233527509E1,4.858514863E0,6.663922602E-1,9.466316309E0,2.721781921E2,9.913230988E0,5.932023617E0
